date,experiment_name,protocol_ID,blank_replication,bouyoucos_cylinder_number,beaker_tare_set,beaker_number,beaker_mass_w_OD_sample,comments
2021-01-16,SelectingClaysJan2021,1,1,12,2021-01-15,45,49.829,-
2021-01-16,SelectingClaysJan2021,1,2,12,2021-01-15,46,51.503,-
2021-01-16,SelectingClaysJan2021,1,3,12,2021-01-15,47,51.122,-
2021-01-16,SelectingClaysJan2021,1,4,12,2021-01-15,48,48.859,-
