test_type,date,experiment_name,sample_name,batch_sample_number,replication,tin_number,tin_w_wet_sample,tin_w_OD_sample,tin_tare_set,comments
PL,2021-02-09,Quickcrete_Cu_Casselman,mix_28,1,1,5,15.275,14.503,2020-05-24,-
PL,2021-02-09,Quickcrete_Cu_Casselman,mix_28,1,2,6,14.114,13.496,2020-05-24,-
PL,2021-02-09,Quickcrete_Cu_Casselman,mix_28,1,3,7,15.725,14.925,2020-05-24,-
